,node2vec,gmvae,Unnamed: 0,label,type
236.0,"[-0.62526, 0.0471027, 0.228538, 0.350387, -0.118298, -0.036877, -1.04581, 0.268895, -1.24065, 1.98344, 1.82329, 2.10964, -1.02194, -1.37671, -5.07358, -1.58439]","[-1.3161616325378418, 1.2072442770004272, 0.8324990272521973, 0.10259922593832016, 0.7352595925331116, -0.3404688537120819, 0.534866452217102, -0.29255592823028564, -1.0855380296707153, 0.7449935078620911, -0.024887889623641968, 0.4073725640773773, -0.10099312663078308, -0.014228582382202148, 1.3389599323272705, -0.4989418089389801]",236,Rheumatoid arthritis,Connective tissue disorder
237.0,"[-0.714992, -0.415587, 0.230742, 0.231852, -0.621047, -0.00453739, -1.2756, -0.004095, -0.82083, 2.01499, 1.58262, 1.58478, -0.780074, -1.21831, -4.80992, -1.34045]","[1.2198550701141357, -0.058094896376132965, 1.0557271242141724, 0.4720434546470642, -0.2598346173763275, -0.32573118805885315, 0.3244471251964569, 0.2648528814315796, -0.5944766402244568, -0.9705719947814941, -0.2579016089439392, -0.18215160071849823, 0.3155003488063812, -0.4623829424381256, -1.5750280618667603, -0.46568772196769714]",237,Myelogenous leukemia,Cancer
238.0,"[-0.623288, -0.174408, 0.196145, 0.47955, 0.0957069, 0.292053, -1.1659, 0.146827, -0.660946, 1.65724, 1.9554, 1.74842, -0.790583, -0.949329, -4.15249, -1.20286]","[1.037936806678772, 1.0555087327957153, -0.7106820344924927, -0.0950411930680275, -0.05221943557262421, -0.7133845090866089, -0.7344877123832703, 1.0927284955978394, 0.3065354824066162, 1.3583388328552246, 0.4158589541912079, -0.12786877155303955, 1.102646827697754, 0.6987591981887817, -0.8318206071853638, -0.4364975690841675]",238,Homocystinuria,Metabolic
239.0,"[-0.818343, -0.328164, 0.146642, 0.667698, 0.1356, 0.423719, -1.50435, 0.257592, -0.940472, 2.27542, 2.66495, 2.39979, -1.24597, -1.4236, -5.81184, -1.65469]","[0.2270697057247162, -0.35065189003944397, -0.5674539804458618, -0.22158227860927582, 0.6513196229934692, 1.0163010358810425, -0.6859576106071472, -0.39557188749313354, 0.3416813015937805, 0.24144339561462402, 0.24350222945213318, 1.068345308303833, -0.05510561913251877, 0.6488240957260132, -1.0104284286499023, -0.7671430110931396]",239,Thrombophilia,Hematological
245.0,"[-0.605585, -0.176643, 0.433176, 0.409145, -0.27823, 0.302202, -0.823136, 0.0776297, -1.23339, 2.32194, 2.15049, 2.0105, -1.09009, -1.27236, -5.0851, -1.55898]","[-0.1291952133178711, 0.03903701901435852, 0.9247673749923706, -0.5540753602981567, -0.33213192224502563, 0.165900319814682, -0.4455406367778778, 0.34048062562942505, -0.8002449870109558, -0.19976460933685303, -0.8725528717041016, -0.2038652002811432, -0.9400879144668579, -0.09899386763572693, 0.2570742070674896, -0.17531532049179077]",245,Malaria,Immunological
248.0,"[-0.60823, -0.454846, 0.372386, 0.369532, -0.209974, 0.407752, -1.16149, -0.199568, -0.927028, 1.79677, 1.80842, 1.67494, -0.744113, -0.822179, -4.78213, -1.62097]","[0.635516881942749, -0.49377894401550293, 0.3261435031890869, -0.5117689967155457, -0.15093296766281128, 0.27322110533714294, -0.28260159492492676, -0.14451999962329865, -0.6265442967414856, -0.2702903151512146, 0.20159858465194702, 0.32167524099349976, -0.7212401032447815, -1.126750111579895, -0.5185141563415527, -1.427085280418396]",248,Endometrial carcinoma,Cancer
249.0,"[-0.492058, -0.381115, 0.350068, 0.24892, -0.318273, 0.190251, -1.00681, -0.174756, -0.818767, 1.60857, 1.4845, 1.50066, -0.607592, -0.924951, -4.13414, -1.38248]","[-0.1836162954568863, -0.19773009419441223, -0.011203655041754246, 0.3540322780609131, -0.30445247888565063, 0.2587372660636902, 0.08751434087753296, 0.48567527532577515, -0.44197389483451843, -0.16977494955062866, -0.2722804546356201, -0.386090487241745, -0.6758657693862915, 0.10837414860725403, 0.364587664604187, -0.3861197829246521]",249,Listeria monocytogenes,Immunological
252.0,"[-0.772023, -0.0508423, 0.407858, 0.399266, -0.390496, 0.0371876, -1.17475, 0.20269, -0.669197, 1.85519, 1.30582, 1.63588, -0.946969, -1.13446, -4.54908, -1.29603]","[0.8015679121017456, -0.7649007439613342, 0.747244656085968, -0.5967332720756531, 0.16807568073272705, -0.1773928552865982, -1.0456359386444092, -0.027683041989803314, -1.4623819589614868, -1.0123627185821533, 0.5966657996177673, 0.31703856587409973, 0.07841165363788605, -1.112842082977295, -0.21412982046604156, -1.6661841869354248]",252,Li Fraumeni syndrome,Cancer
253.0,"[-0.719733, -0.0364508, 0.343475, 0.374814, -0.390314, 0.077453, -1.15484, 0.175197, -0.704832, 1.868, 1.31217, 1.63591, -0.88208, -1.14683, -4.54241, -1.30525]","[0.7368770837783813, -1.0375792980194092, -0.24706530570983887, -0.8249149322509766, 0.7407562732696533, 0.11416144669055939, -0.48353075981140137, 0.21907749772071838, -0.06213761866092682, -0.7671388387680054, -0.07247921079397202, 0.1808982938528061, 0.3832165002822876, -1.3692433834075928, 0.004045754671096802, 0.04661649465560913]",253,Orolaryngeal cancer,Cancer
266.0,"[-1.65188, -0.416458, 0.185611, 0.257233, -0.466154, 0.16563, -1.58669, 0.263638, -1.03336, 2.13096, 2.34725, 2.11832, -1.75287, -1.51811, -6.07244, -1.71021]","[2.342421531677246, 0.7713128328323364, -0.15528735518455505, 0.8013169169425964, 0.6320237517356873, -0.42076805233955383, 0.6169276237487793, 0.9806963205337524, -0.19185371696949005, -0.10221884399652481, 1.8832916021347046, 0.05586574226617813, 1.3745416402816772, 0.3404684364795685, 0.5269280672073364, 1.4951757192611694]",266,Myasthenic syndrome,Muscular
270.0,"[-0.605739, -0.565699, -0.0452417, 0.710018, -0.496115, 0.1915, -1.09414, 0.0295841, -1.27717, 1.79506, 1.95084, 1.70371, -1.18518, -0.874895, -4.61025, -1.79146]","[-2.7152082920074463, 1.7281017303466797, 0.2875554859638214, -0.7556593418121338, -0.8233277201652527, -0.01693391054868698, 0.05427314341068268, 0.6313578486442566, 0.7683099508285522, -0.8076947927474976, 0.8970960974693298, 1.3158875703811646, -0.5972787141799927, 1.5094155073165894, -0.0990738719701767, 0.9861944913864136]",270,Nicotine addiction,Psychiatric
272.0,"[-1.67206, -0.420316, 0.228703, 0.255891, -0.479789, 0.154816, -1.65922, 0.305801, -1.07651, 2.1389, 2.37497, 2.1377, -1.75149, -1.49838, -6.12525, -1.72072]","[1.9104517698287964, 0.5726596117019653, -0.920250654220581, 0.9525375366210938, 0.38233259320259094, -0.3796556890010834, 0.9891883730888367, 1.0190238952636719, -0.21259091794490814, -0.17162737250328064, 1.970597505569458, -0.03634732961654663, 1.373652458190918, 0.6599869728088379, 0.40620166063308716, 1.1671109199523926]",272,Myotonia congenita,Muscular
277.0,"[-1.15718, -0.64323, 0.352337, 0.699153, -0.210891, 0.163265, -1.05592, -0.128999, -0.897048, 2.32473, 2.46742, 2.44408, -1.10069, -1.14066, -5.33015, -1.93138]","[1.2969595193862915, 0.6041256189346313, 0.1248001977801323, -0.03490165248513222, -0.6199293732643127, -1.1899315118789673, -0.005265235900878906, -1.014463186264038, -1.3620569705963135, -0.0007904693484306335, -0.013632059097290039, 0.09982634335756302, 0.22017177939414978, 0.42359593510627747, -0.6399698257446289, 0.9717941284179688]",277,Osteopetrosis,Bone
280.0,"[-0.553004, -0.00375355, 0.1724, 0.297359, -0.0761733, -0.105702, -0.834065, 0.269684, -1.105, 1.75251, 1.65385, 1.95353, -0.907153, -1.13348, -4.52561, -1.39455]","[-1.3596394062042236, 0.5978635549545288, -0.020412355661392212, 0.9110954999923706, 1.1297121047973633, -0.3262385427951813, 0.34367072582244873, -0.747261643409729, -1.0056201219558716, -0.4145086109638214, 0.44935229420661926, 0.19249668717384338, 0.07715286314487457, 0.10514232516288757, 1.0338765382766724, 0.13582944869995117]",280,HIV,Immunological
282.0,"[-0.593248, -0.498368, 0.355249, 0.491944, -0.465607, -0.0859578, -1.21003, 0.132649, -0.831974, 1.55693, 1.57078, 1.79042, -0.852648, -1.08575, -4.25041, -1.3054]","[0.1512092500925064, -0.4830176532268524, -0.4570322632789612, 0.5428601503372192, -0.1279587298631668, 0.4563390910625458, -1.2258250713348389, -0.08766411244869232, -0.09997294843196869, 1.0019268989562988, -0.13412973284721375, -1.0429246425628662, 0.7970355749130249, -0.2552911639213562, -0.39502787590026855, 0.127565398812294]",282,Achromatopsia,Ophthamological
283.0,"[-1.04628, -0.525176, 0.346775, 0.738716, -0.340401, 0.139855, -0.978721, -0.0511353, -0.786624, 2.2343, 2.08728, 2.45194, -0.947864, -1.16976, -5.22564, -1.73982]","[0.07713530212640762, 0.9654459357261658, 0.031655650585889816, -0.00476132333278656, 0.8469101190567017, 0.903290867805481, 0.13855300843715668, -1.2753229141235352, -0.47254544496536255, -0.12758868932724, 1.0969527959823608, 0.884624719619751, 0.5444620847702026, 0.3469107747077942, 0.13966871798038483, -1.1523301601409912]",283,Caffey disease,Connective tissue disorder
284.0,"[-1.0743, -0.560303, 0.328715, 0.738192, -0.331387, 0.16946, -0.960668, -0.0461511, -0.797285, 2.23096, 2.10541, 2.44841, -0.974716, -1.14729, -5.20382, -1.75214]","[-0.14301271736621857, 1.396007776260376, 0.22093568742275238, -0.020112603902816772, 0.026601284742355347, 0.3645041882991791, 0.6283506751060486, -0.9608755707740784, 0.04215666651725769, 0.2955365777015686, -0.8956388235092163, 0.9777365326881409, 0.5754280090332031, 0.5035867094993591, -0.19360491633415222, -0.7857131361961365]",284,Dissection of cervical arteries,Connective tissue disorder
285.0,"[-1.19213, -0.627123, 0.339927, 0.840438, -0.377657, 0.19762, -1.07873, -0.10412, -0.880063, 2.46912, 2.4102, 2.7419, -1.11663, -1.3134, -5.90548, -1.93704]","[-0.6253505945205688, 0.7785053253173828, -0.18703292310237885, -0.7034614086151123, 0.34015196561813354, 1.1637722253799438, -0.15361429750919342, -0.10584935545921326, 2.0022199153900146, -0.5135750770568848, 0.4972567558288574, 1.8293673992156982, 0.7206680178642273, -0.0017199218273162842, 0.5379611253738403, -0.8505925536155701]",285,Ehlers-Danlos syndrome,Connective tissue disorder
286.0,"[-1.10114, -0.585502, 0.326873, 0.796635, -0.332364, 0.148989, -0.973992, -0.0996084, -0.827213, 2.35699, 2.30352, 2.60767, -1.02687, -1.22989, -5.55395, -1.85995]","[0.006988652050495148, -0.23169654607772827, -0.2950305938720703, -0.5428656339645386, 0.6078267097473145, 0.898593544960022, 0.19948917627334595, -1.1799299716949463, -0.15563756227493286, 0.7151385545730591, 1.0968623161315918, -0.25666651129722595, 0.9388306140899658, 1.4116804599761963, -0.023974433541297913, -0.20010840892791748]",286,Osteogenesis imperfecta,Bone
287.0,"[-1.037, -0.397872, 0.294531, 0.812747, -0.436682, 0.079832, -0.997309, -0.121315, -0.828059, 2.31149, 2.31314, 2.55244, -0.979084, -1.29685, -5.60004, -1.75476]","[-0.2192252278327942, 0.2970770597457886, 0.008923351764678955, -0.23995135724544525, 0.6327487826347351, -0.0597362220287323, -0.5209558010101318, -0.9267419576644897, -0.19544239342212677, 0.34908705949783325, 0.7138417363166809, 0.8673357963562012, 0.7046514749526978, -0.2089669555425644, 1.4613003730773926, -1.581849455833435]",287,Marfan syndrome,Connective tissue disorder
288.0,"[-0.377335, -0.181138, 0.410367, 1.05556, -0.321353, 0.297321, -1.22201, -0.269037, -1.40609, 2.44995, 2.17984, 2.4537, -0.933357, -0.955751, -5.68143, -1.71981]","[0.4281485080718994, -0.4798142910003662, 0.38371944427490234, -0.2540644109249115, -0.5133575201034546, 0.19238215684890747, 0.005895070731639862, -0.31136414408683777, -0.5196727514266968, -0.46790891885757446, -0.32185038924217224, -0.5712672472000122, 0.21816037595272064, 0.5329285264015198, -0.06062348559498787, 0.5929562449455261]",288,"Achondrogenesis-hypochondrogenesis, type II",Bone
289.0,"[-0.412207, -0.164462, 0.450334, 1.05588, -0.33243, 0.313767, -1.26167, -0.293048, -1.44517, 2.53535, 2.25477, 2.51825, -0.964829, -0.994923, -5.76271, -1.74332]","[0.8673290014266968, -0.22478744387626648, -0.05496719479560852, -1.524351954460144, -0.5586203932762146, -1.0539259910583496, 0.5765351057052612, -0.30891287326812744, -0.2736663222312927, -0.13230761885643005, -0.38713306188583374, 0.2756851017475128, 0.31677380204200745, -0.2194368839263916, 0.8502585887908936, -0.2866513133049011]",289,Kniest dysplasia,Skeletal
290.0,"[-0.368779, -0.0698262, 0.525171, 1.06978, -0.430387, 0.337388, -1.3793, -0.319905, -1.50518, 2.65322, 2.36998, 2.49934, -1.02605, -1.11728, -6.05704, -1.78862]","[-0.1516769975423813, 0.2220442295074463, 0.05462919920682907, -1.3737376928329468, -0.5235149264335632, -1.03336763381958, 1.147140622138977, -0.18577153980731964, 0.20575885474681854, 0.10835707187652588, -0.5108136534690857, 0.2431371957063675, 0.0863465666770935, -0.35227710008621216, 0.9695738554000854, -0.9591414928436279]",290,Osteoarthritis,Connective tissue disorder
291.0,"[-0.349132, -0.167875, 0.448921, 1.12612, -0.351142, 0.313119, -1.26021, -0.283435, -1.46243, 2.45842, 2.27182, 2.49181, -0.956578, -0.974854, -5.72728, -1.79259]","[0.3020828366279602, 0.36784154176712036, 0.04044371843338013, -1.3797153234481812, -0.2562088370323181, -0.5303750038146973, 0.6677811145782471, 0.5876994729042053, -0.1490846574306488, 0.3425115644931793, 0.6678622961044312, 0.20768240094184875, 1.1125980615615845, 0.44383731484413147, -1.714254379272461, -0.32576215267181396]",291,SMED Strudwick type,Skeletal
292.0,"[-0.495949, -0.138737, 0.426032, 1.00789, -0.276116, 0.243587, -1.33945, -0.30577, -1.50053, 2.61613, 2.20188, 2.47272, -1.09582, -1.04436, -5.94202, -1.67137]","[-0.5690781474113464, -0.7633401155471802, 0.11530563235282898, 0.728878378868103, -1.2748057842254639, -0.3701344132423401, -0.23530519008636475, -0.12784680724143982, -0.3329075574874878, -1.0785449743270874, -0.5585257411003113, -0.9670164585113525, -1.6842467784881592, 0.979276180267334, 0.07767698168754578, 0.605894923210144]",292,Stickler syndrome,Multiple
293.0,"[-0.407172, -0.176316, 0.414491, 1.0701, -0.328977, 0.319056, -1.20624, -0.314162, -1.42823, 2.47821, 2.20922, 2.43448, -0.961528, -0.938298, -5.70464, -1.73583]","[-0.2221139669418335, -0.33466634154319763, -0.4439316987991333, -0.32633304595947266, -0.5918689966201782, 0.680463969707489, -0.28597256541252136, -0.680273711681366, -0.6700947284698486, -0.8813347220420837, -0.14210352301597595, -0.00034749507904052734, -0.11792503297328949, 1.0444092750549316, 0.33150601387023926, 0.49019742012023926]",293,Wagner syndrome,Ophthamological
294.0,"[-0.756837, -0.424446, 0.267976, 0.505037, -0.254186, 0.116154, -0.682893, -0.033929, -0.538653, 1.59302, 1.48939, 1.76687, -0.65223, -0.856568, -3.77799, -1.22377]","[-0.13789813220500946, 0.2980247139930725, 0.5816463828086853, -0.5114667415618896, -0.48325037956237793, -0.006852850317955017, -0.9472595453262329, 0.0029448140412569046, 0.8990834355354309, -0.5161080956459045, 0.029759570956230164, 0.5326880812644958, -0.5409979820251465, 0.26766228675842285, -0.04748942703008652, -0.4800180494785309]",294,"Aneurysm, familial arterial",Unclassified
301.0,"[-0.633008, -0.00455198, 0.161057, 0.37671, -0.237648, 0.438041, -1.52744, -0.333787, -1.27295, 2.06338, 2.47093, 1.93156, -1.14721, -1.07875, -5.46733, -1.48186]","[-0.1901995688676834, 0.6373748779296875, -0.40864625573158264, -0.06965358555316925, -0.38280782103538513, -0.7589742541313171, -0.5743240118026733, -0.633913516998291, -0.40839606523513794, 0.6152898669242859, 0.266914427280426, 0.7036287784576416, -0.9074313044548035, -0.08177782595157623, -0.647764265537262, 0.689287543296814]",301,EBD,Dermatological
302.0,"[-0.82136, -0.0732908, 0.202342, 0.398691, -0.177362, 0.3684, -1.52631, -0.464809, -1.30118, 2.22475, 2.67105, 2.04941, -1.41752, -1.25653, -5.95099, -1.53193]","[0.5923198461532593, 0.7861964702606201, -0.18580713868141174, -0.4405372738838196, -0.1230124980211258, -0.7185159921646118, 0.5285614728927612, -0.4790549874305725, -0.702959418296814, 0.9160380959510803, -0.849829912185669, -0.12795980274677277, -1.2142013311386108, -0.050616420805454254, 0.08114417642354965, 0.3525927662849426]",302,Epidermolysis bullosa,Dermatological
303.0,"[-0.672508, 0.00582171, 0.165474, 0.404924, -0.195246, 0.406028, -1.47493, -0.337466, -1.25304, 2.06103, 2.48193, 1.93956, -1.17549, -1.08299, -5.44457, -1.46183]","[0.4212287962436676, 0.01823180913925171, -0.3018395006656647, 0.5462508797645569, -0.25641411542892456, -1.0918660163879395, -0.7576791644096375, -0.26756224036216736, -0.7979592680931091, -0.40681952238082886, 0.12936924397945404, -0.12357431650161743, -0.32440197467803955, -0.36677229404449463, -0.23303145170211792, 0.8487927913665771]",303,"Toenail dystrophy, isolated",Dermatological
304.0,"[-0.628472, 0.0281754, 0.164296, 0.3743, -0.205266, 0.418867, -1.45918, -0.335862, -1.2039, 2.01474, 2.40976, 1.88612, -1.16262, -1.05523, -5.38217, -1.41023]","[-0.1378047913312912, 0.4755120873451233, -0.19907376170158386, -0.10798390954732895, 0.03274548053741455, -0.7629845142364502, -0.23597341775894165, -0.24950337409973145, -0.4449675679206848, 0.519049346446991, -0.5510183572769165, -0.04423673450946808, -0.06094002723693848, -0.31940099596977234, -0.09807101637125015, 0.40850046277046204]",304,Transient bullous of the newborn,Dermatological
305.0,"[-0.279983, -0.0855388, 0.278452, 0.391165, 0.0318699, 0.187049, -1.13221, -0.11387, -0.701436, 1.74752, 1.93251, 1.84781, -0.529117, -1.09556, -4.19783, -1.14766]","[-0.4740544259548187, -0.1196971982717514, 0.2157834768295288, -0.309667706489563, -0.31932371854782104, 0.46296221017837524, -0.24799978733062744, -0.30955636501312256, -0.9961932897567749, 0.16232812404632568, -0.01758381724357605, -0.6317836046218872, 0.18873341381549835, 0.024349577724933624, 0.11634224653244019, 0.5732848644256592]",305,Fuchs endothelial corneal dystrophy,Ophthamological
306.0,"[-0.4318, -0.0292441, 0.696595, 0.96106, -0.527079, 0.356249, -1.6286, -0.381313, -1.61853, 2.74404, 2.66298, 2.51311, -1.12973, -1.41468, -6.55746, -1.84177]","[0.10790655016899109, -0.103658027946949, 0.7452574968338013, -0.5340876579284668, -0.4770365357398987, -0.14827647805213928, 0.9185200333595276, 0.6409584283828735, 0.0737629234790802, 0.1788616180419922, 0.596725583076477, 0.883915364742279, 0.9115738272666931, -0.2691715955734253, -0.9988172650337219, -0.5185354351997375]",306,Epiphyseal dysplasia,Bone
307.0,"[-0.30727, 0.0177334, 0.642549, 0.77021, -0.462551, 0.323677, -1.34872, -0.318177, -1.31226, 2.1596, 2.17126, 1.99049, -0.853667, -1.15019, -5.12953, -1.46469]","[0.21669214963912964, 0.05361779034137726, 0.10583005100488663, 0.5647319555282593, -0.07655658572912216, 0.1039099246263504, 0.7203860282897949, -0.01909112185239792, 0.5352873802185059, 0.15460236370563507, -0.6570802330970764, 0.9109615087509155, -0.41499578952789307, -0.22918382287025452, 0.3658822774887085, 0.4507221579551697]",307,Intervertebral disc disease,Neurological
310.0,"[-0.341667, -0.188567, 0.324832, 0.855181, -0.216931, 0.204865, -0.936244, -0.147214, -1.07523, 1.92389, 1.60495, 1.97588, -0.662839, -0.660857, -4.30118, -1.36418]","[-1.966307520866394, -0.13944339752197266, -0.7429119944572449, 1.4669888019561768, -0.956506073474884, 0.23994681239128113, -0.7143339514732361, -0.6061030030250549, -0.3549361228942871, -0.49822673201560974, -0.9421094059944153, -0.871163010597229, -2.5889933109283447, 1.043298363685608, 0.04055223613977432, 0.9125191569328308]",310,Marshall syndrome,Multiple
311.0,"[-0.57105, -0.235793, 0.305455, 0.825484, -0.200192, 0.147038, -1.20654, -0.194658, -1.23894, 2.1693, 1.82563, 2.16335, -0.956882, -0.896811, -5.1212, -1.45954]","[-0.19446918368339539, -0.5439581274986267, 0.26813405752182007, -0.8597143888473511, -0.30691805481910706, 0.1923290342092514, 0.7378170490264893, -0.07664027810096741, 0.00974002480506897, -0.07921800017356873, -0.3771703839302063, -0.5149688124656677, -0.5539626479148865, 0.7610003352165222, -0.16269060969352722, -0.865951657295227]",311,OSMED syndrome,Bone
312.0,"[-0.55402, -0.204697, 0.312039, 0.76657, -0.165901, 0.133701, -1.20041, -0.255578, -1.23936, 2.20604, 1.822, 2.11942, -0.934351, -0.952354, -5.10142, -1.38247]","[-0.4016920328140259, -0.16636019945144653, 0.3377862572669983, -0.08681154251098633, 0.08081909269094467, -0.13553260266780853, 1.2827987670898438, -0.2278538942337036, 0.4176313281059265, -0.125666081905365, 0.5949017405509949, 0.5401268005371094, 0.07854729890823364, -0.06337153911590576, 0.28530168533325195, 0.18741917610168457]",312,Weissenbacher-Zweymuller syndrome,Connective tissue disorder
313.0,"[-0.37337, -0.0648973, 0.527199, 0.679541, -0.402504, 0.301319, -1.18872, -0.230353, -1.1255, 1.8605, 1.86426, 1.71011, -0.699864, -1.0189, -4.41222, -1.31701]","[0.30404892563819885, -0.08921399712562561, 0.525638222694397, 0.7898086309432983, -0.6379569172859192, 0.7971132397651672, -0.11460763216018677, -0.11080870777368546, -0.28039121627807617, -0.5584958791732788, -0.2540689706802368, -0.6923176646232605, -0.21985167264938354, -1.0341287851333618, -1.3729221820831299, -0.4501345753669739]",313,Pseudoachondroplasia,Skeletal
314.0,"[-0.663124, 0.0319632, 0.239003, 0.41826, -0.154712, 0.239797, -1.07795, -0.0882897, -0.809127, 1.88065, 1.52947, 1.97168, -0.756824, -0.920495, -4.62292, -1.61164]","[0.24318340420722961, -0.46880561113357544, 0.7949823141098022, -0.6697088479995728, 0.2770540714263916, -0.32683539390563965, -0.10859210789203644, 0.05448463559150696, -1.3784818649291992, -0.7904527187347412, 0.894202709197998, -0.6338368654251099, -0.7953788042068481, -1.2275172472000122, 0.21361975371837616, -0.18772238492965698]",314,Lung cancer,Cancer
316.0,"[-0.692783, -0.281564, 0.464871, 0.904461, -0.67296, 0.255981, -1.20251, 0.00124867, -0.913968, 2.08984, 1.69465, 1.57152, -1.29333, -1.44306, -4.99744, -1.44997]","[0.03164384141564369, 1.5475364923477173, -0.8984929323196411, -0.6393989324569702, -0.24806293845176697, -0.836491584777832, 0.05363158881664276, -0.3044779896736145, 0.274959921836853, 0.334602952003479, -0.6105867028236389, 0.5355424880981445, -0.7584955096244812, 0.12671223282814026, 0.15877018868923187, -0.7349467277526855]",316,"Hemosiderosis, systemic, due to aceruloplasminemia",Hematological
317.0,"[-0.66757, -0.284618, 0.44987, 0.889994, -0.664984, 0.255647, -1.23208, 0.0130736, -0.914604, 2.10713, 1.67689, 1.60466, -1.25264, -1.43255, -4.95335, -1.44858]","[-0.055654048919677734, 0.40032124519348145, -0.7320266962051392, -0.5686274170875549, 0.09099023044109344, -0.7966521978378296, -0.7328497767448425, 0.7832884788513184, -0.584287703037262, 0.47995829582214355, 0.5403673052787781, 0.4421912431716919, -0.08954944461584091, -0.25204503536224365, -0.5026218891143799, 0.572032630443573]",317,Hypoceruloplasminemia,Metabolic
322.0,"[-0.671647, -0.1938, 0.163067, 0.334623, -0.398553, 0.0980984, -0.929172, -0.192599, -1.07707, 1.36687, 1.78304, 1.47333, -0.72653, -0.829637, -3.91172, -1.1185]","[-0.21101272106170654, -0.09423071146011353, -0.3660798668861389, -0.4284766912460327, 0.46026742458343506, 0.6495568752288818, -0.026942580938339233, -1.906455636024475, 0.44735315442085266, -0.5736734867095947, 0.4978346824645996, -0.5774126648902893, -0.653622567653656, -0.1853797733783722, 0.20967839658260345, -0.38206708431243896]",322,"CPT deficiency, hepatic",Metabolic
323.0,"[-0.533795, -0.0843561, 0.16488, 0.259366, -0.271521, -0.000883081, -0.933982, 0.112728, -0.691532, 1.41037, 1.45567, 1.1987, -0.511379, -0.486568, -3.29549, -1.13693]","[-0.8784831762313843, 0.5893401503562927, -1.5842896699905396, 1.5797576904296875, 0.02420138195157051, 0.17749106884002686, -0.029195943847298622, -0.5612900257110596, 0.4793137013912201, -0.6697559952735901, 0.18647751212120056, -0.0941271111369133, -1.2940609455108643, -0.10349470376968384, 0.39459994435310364, 1.1549198627471924]",323,Rubenstein-Taybi syndrome,Multiple
324.0,"[-0.521072, -0.419561, 0.529439, 0.521785, -0.342881, 0.0593966, -1.52846, 0.0344274, -1.03883, 2.17287, 2.44918, 2.28961, -1.35862, -1.19147, -5.82575, -1.65426]","[-0.0021694600582122803, 0.49631163477897644, -0.2861381769180298, 0.34141987562179565, -1.044661283493042, 0.04026176035404205, -1.1303794384002686, -0.31777769327163696, -0.9081761837005615, 0.2840963900089264, 0.9509718418121338, -1.370646357536316, 0.035302724689245224, -0.27279454469680786, -1.1520880460739136, 0.02901509404182434]",324,Leber congenital amaurosis,Ophthamological
325.0,"[-0.788844, -0.206511, 0.172072, 0.760513, -0.68208, 0.135023, -1.08718, -0.0992871, -1.12653, 2.01095, 2.51303, 2.23823, -0.951364, -1.09846, -5.5354, -1.5703]","[0.09890304505825043, -0.5968393087387085, -0.4202033281326294, 0.3147141635417938, -0.2316531240940094, 0.396726131439209, -0.006807402707636356, -0.3700600564479828, 0.044235959649086, 0.1796257495880127, -0.8072994351387024, -0.31946906447410583, 0.5947579741477966, 0.4866151809692383, 0.11825652420520782, 0.45524972677230835]",325,Cataract,Ophthamological
327.0,"[-0.93901, -0.4163, 0.317937, 0.189022, -0.0807964, -0.0431493, -1.41508, -0.22896, -1.3896, 2.2941, 2.30313, 2.51116, -0.874301, -1.23084, -5.66317, -1.52979]","[0.040094465017318726, -0.375763475894928, -0.6412113904953003, 0.3334871530532837, -0.0351964496076107, 0.09635922312736511, -0.27490150928497314, 0.28301167488098145, -1.1287665367126465, -0.39139676094055176, 0.48094111680984497, -1.0950546264648438, 0.5595800876617432, 0.14482355117797852, 0.6739997863769531, 0.2695227563381195]",327,Atrial fibrillation,Cardiovascular
328.0,"[-0.985231, -0.338631, 0.525485, 0.239999, -0.146406, -0.078749, -1.48824, -0.173342, -1.4359, 2.44138, 2.22185, 2.44674, -0.846776, -1.42147, -5.76526, -1.51075]","[1.3477725982666016, -0.10622754693031311, -0.3781059980392456, 0.3009978234767914, -0.11251302063465118, 0.1031305342912674, 0.0007554441690444946, 0.7712057828903198, -1.2271034717559814, 0.4869711399078369, 0.26482486724853516, -0.7418338656425476, -1.0957539081573486, -0.22553923726081848, 0.7956696152687073, 0.28432637453079224]",328,Atrioventricular block,Cardiovascular
331.0,"[-0.570157, -0.308055, 0.198981, 0.408933, -0.213673, 0.399765, -0.789832, 0.149513, -0.68394, 1.34919, 1.49453, 1.50797, -0.542762, -0.328821, -3.76395, -1.06395]","[-0.2904132306575775, 1.218787431716919, 0.8728305697441101, 0.8399149179458618, -0.5364336967468262, -0.23746386170387268, 1.4112725257873535, 1.2188416719436646, -0.045163363218307495, -0.29633206129074097, -0.37930479645729065, 0.6479876637458801, 0.32927048206329346, 0.44635361433029175, -0.413465291261673, -0.6746752858161926]",331,Graves disease,Endocrine
332.0,"[-0.803389, -0.287075, 0.275423, 0.561937, -0.241057, 0.560847, -1.09289, 0.28611, -0.932551, 1.82231, 2.01501, 2.12664, -0.759415, -0.412422, -5.15864, -1.55203]","[-0.01087963581085205, 0.9401232600212097, 1.1977570056915283, -0.20799720287322998, -0.6050609350204468, -0.37291181087493896, 1.868465781211853, 1.5244532823562622, 0.03479611501097679, -0.8195769786834717, -0.5946698188781738, 0.014538846909999847, 1.0251851081848145, 0.08307693153619766, -0.7894575595855713, -0.7916022539138794]",332,Hypothyroidism,Endocrine
